"CMP.Row","Country.Name","Date","CMP.Party.ID","Party.Name","Vote.Pct","Total.Per.Codes","Dimension.Emphasis","Raw.Nicheness.Score","Mean.Nicheness.Score","Standardised.Nicheness.Score"
1419,"Italy","24/02/2013",32440,"Democratic Party",25.423,204,1.961,0.706191137642062,1.51027630694212,-0.80408516930006
1420,"Italy","24/02/2013",32450,"Democratic Centre",0.491,392,0.51,0.938416962587191,1.29719794802184,-0.358780985434648
1421,"Italy","24/02/2013",32460,"Civic Choice",8.305,336,2.083,0.700603529709928,1.3522466218489,-0.651643092138974
1422,"Italy","24/02/2013",32530,"Union of the Center",1.789,419,8.353,7.04188251430531,1.18518360892785,5.85669890537746
1423,"Italy","24/02/2013",32630,"Brothers of Italy - National Centre-right",1.958,461,3.036,1.62589903706805,1.2883978213893,0.337501215678749
1424,"Italy","24/02/2013",32640,"Labour and Freedom List",0.227,264,0,1.4470260844821,1.29498290174612,0.15204318273598
1425,"Italy","24/02/2013",32720,"Northern League",3.861,210,0.952,0.512372065753425,1.32847522218721,-0.816103156433784
1426,"Italy","24/02/2013",32904,"South Tyrolean People’s Party",0.432,651,13.672,12.2842232068357,1.24520588668135,11.0390173201544
1427,"Italy","24/02/2013",32906,"Autonomy Progress Federalism Aosta Valley",0.05,11,0,1.44433177643829,1.29526741757014,0.14906435886815
1428,"Italy","24/02/2013",32956,"Five Star Movement",25.555,155,0,1.97394362815573,1.04602770649458,0.92791592166115
1598,"Greece","10/10/1993",34313,"Panhellenic Socialist Movement",46.883,2862,2.726,13.9711424528515,12.9299414328505,1.04120102000106
1599,"Greece","10/10/1993",34511,"New Democracy",39.295,226,17.699,14.4179570879301,12.7433589851498,1.67459810278035
1600,"Greece","10/10/1993",34512,"Political Spring",4.874,1218,8.62,0.933311320754719,14.1748786858276,-13.2415673650729
1601,"Greece","22/09/1996",34210,"Communist Party of Greece",5.61,834,0.6,1.23143945331582,1.96801919905044,-0.736579745734619
1602,"Greece","22/09/1996",34211,"Progressive Left Coalition",5.119,135,0.741,1.07611685563114,1.9726994249698,-0.89658256933866
1603,"Greece","22/09/1996",34313,"Panhellenic Socialist Movement",41.495,6314,2.455,1.20653561902052,2.45643454883474,-1.24989892981421
1604,"Greece","22/09/1996",34314,"Democratic Social Movement",4.437,2103,3.043,1.34323388929383,1.95344088628856,-0.61020699699473
1605,"Greece","22/09/1996",34511,"New Democracy",38.124,7336,0.354,2.30652302659173,1.6821818985764,0.624341128015333
1606,"Greece","22/09/1996",34512,"Political Spring",2.944,343,12.245,10.809887999156,1.64979717952117,9.16009081963482
1607,"Greece","09/04/2000",34210,"Communist Party of Greece",5.53,430,2.326,0.812044248773963,1.95021684811157,-1.1381725993376
1608,"Greece","09/04/2000",34211,"Progressive Left Coalition",3.2,1026,1.072,2.08908321564367,1.87701242822629,0.212070787417381
1609,"Greece","09/04/2000",34313,"Panhellenic Socialist Movement",43.79,3790,2.163,1.71749630781189,2.02594047783146,-0.308444170019568
1610,"Greece","09/04/2000",34511,"New Democracy",42.73,2213,4.292,2.17831092916984,1.64479882530203,0.533512103867811
1611,"Greece","07/03/2004",34020,"Coalition of the Radical Left",3.262,160,2.5,1.14677393634403,0.61897082387116,0.52780311247287
1612,"Greece","07/03/2004",34210,"Communist Party of Greece",5.896,116,1.724,0.353339164760238,0.655841792504862,-0.302502627744624
1613,"Greece","07/03/2004",34313,"Panhellenic Socialist Movement",40.548,3433,1.69,0.518628906823184,0.725176946493094,-0.20654803966991
1614,"Greece","07/03/2004",34511,"New Democracy",45.362,3187,1.004,0.743189956946847,0.540245226122542,0.202944730824306
1615,"Greece","16/09/2007",34020,"Coalition of the Radical Left",5.045,56,1.786,1.82005625755053,1.87236297731914,-0.052306719768614
1616,"Greece","16/09/2007",34210,"Communist Party of Greece",8.154,131,4.58,1.16683926238003,1.93419500735542,-0.767355744975394
1617,"Greece","16/09/2007",34313,"Panhellenic Socialist Movement",38.097,2233,4.12,1.00285054989886,2.43096379572839,-1.42811324582953
1618,"Greece","16/09/2007",34511,"New Democracy",41.835,624,2.244,2.22970142128478,1.59621730553001,0.633484115754778
1619,"Greece","16/09/2007",34710,"Popular Orthodox Rally",3.795,1337,11.369,8.17787062310079,1.61258600813623,6.56528461496457
1620,"Greece","04/10/2009",34020,"Coalition of the Radical Left",4.602,84,2.38,0.617182928310386,2.96186240882651,-2.34467948051613
1621,"Greece","04/10/2009",34210,"Communist Party of Greece",7.541,68,0,1.94692424000365,2.92606993303865,-0.979145693034997
1622,"Greece","04/10/2009",34313,"Panhellenic Socialist Movement",43.923,1293,3.635,3.4212876097561,2.3575785440506,1.0637090657055
1623,"Greece","04/10/2009",34511,"New Democracy",33.477,652,0,2.7653796842583,2.89358305848021,-0.128203374221916
1624,"Greece","04/10/2009",34710,"Popular Orthodox Rally",5.63,NA,0,1.9053735635393,2.90778578898612,-1.00241222544681
1625,"Greece","06/05/2012",34020,"Coalition of the Radical Left",16.781,540,2.222,6.7788533462513,8.35495883019055,-1.57610548393925
1626,"Greece","06/05/2012",34210,"Communist Party of Greece",8.477,541,3.512,4.59717856858636,8.42666317206967,-3.82948460348331
1627,"Greece","06/05/2012",34213,"Democratic Left",6.106,1580,2.405,5.65093394200476,8.22716547638457,-2.57623153437981
1628,"Greece","06/05/2012",34313,"Panhellenic Socialist Movement",13.18,408,1.961,6.74320071862047,8.2813192690655,-1.53811855044503
1629,"Greece","06/05/2012",34511,"New Democracy",18.849,44,4.545,3.99804586140076,9.21120481497623,-5.21315895357547
1630,"Greece","06/05/2012",34710,"Popular Orthodox Rally",2.901,641,13.416,5.97824753612449,8.11346461428467,-2.13521707816018
1631,"Greece","06/05/2012",34720,"Golden Dawn",6.972,186,31.183,25.6725673935942,6.44092882940986,19.2316385641843
1632,"Greece","06/05/2012",34730,"Independent Greeks",10.605,155,18.064,11.9276487183687,7.476829788205,4.45081893016369
1633,"Greece","17/06/2012",34020,"Coalition of the Radical Left",26.887,1127,1.509,6.00046418090542,7.0457461321451,-1.04528195123967
1634,"Greece","17/06/2012",34210,"Communist Party of Greece",4.503,163,0.613,5.44103645280574,6.81250081429276,-1.37146436148702
1635,"Greece","17/06/2012",34213,"Democratic Left",6.256,1580,2.405,3.6299774840474,6.96899764581326,-3.33902016176586
1636,"Greece","17/06/2012",34313,"Panhellenic Socialist Movement",12.279,49,0,6.66375452977232,6.75929053752521,-0.0955360077528908
1637,"Greece","17/06/2012",34511,"New Democracy",29.658,44,4.545,1.8237450511203,9.01550299590799,-7.1917579447877
1638,"Greece","17/06/2012",34720,"Golden Dawn",6.92,186,31.183,27.406834114081,5.10532148970483,22.3015126243762
1639,"Greece","17/06/2012",34730,"Independent Greeks",7.513,155,18.064,13.3362972382461,6.17449997555957,7.1617972626865
1640,"Greece","25/01/2015",34210,"Communist Party of Greece",5.341,62,6.452,1.15059445362285,10.0001668400513,-8.84957238642843
1641,"Greece","25/01/2015",34212,"Coalition of the Radical Left - Unionist Social Front",36.34,151,0,9.00059987718874,9.79657363029542,-0.795973753106681
1642,"Greece","25/01/2015",34313,"Panhellenic Socialist Movement",4.573,584,1.198,4.39472563970623,9.74718602531188,-5.35246038560566
1643,"Greece","25/01/2015",34340,"The River",5.906,751,5.459,0.0956452747252738,10.1335857678672,-10.0379404931419
1644,"Greece","25/01/2015",34511,"New Democracy",27.15,162,1.235,5.91840592077037,11.0100704303734,-5.09166450960305
1645,"Greece","25/01/2015",34720,"Golden Dawn",6.136,172,18.023,13.5782789326345,9.17556904487581,4.40270988775865
1646,"Greece","25/01/2015",34730,"Independent Greeks",4.635,26,57.692,55.1605904781968,6.99728631107721,48.1633041671195
1647,"Greece","20/09/2015",34210,"Communist Party of Greece",5.418,115,0,2.41330956438445,2.15647985972231,0.256829704662141
1648,"Greece","20/09/2015",34212,"Coalition of the Radical Left - Unionist Social Front",35.46,2883,1.699,0.919436967475184,2.91405940238191,-1.99462243490673
1649,"Greece","20/09/2015",34213,"Democratic Left",0.74,NA,0,2.29379250256725,2.1701354349894,0.123657067577855
1650,"Greece","20/09/2015",34214,"Popular Unity",2.86,235,2.553,0.285618221986376,2.22949524459527,-1.94387702260889
1651,"Greece","20/09/2015",34313,"Panhellenic Socialist Movement",5.54,413,0,2.41659338159025,2.15592748270172,0.260665898888531
1652,"Greece","20/09/2015",34340,"The River",3.993,NA,0,2.37560408306471,2.1621433063821,0.213460776682611
1653,"Greece","20/09/2015",34410,"Union of Centrists",3.352,1508,2.851,0.596023854889109,2.22857967646167,-1.63255582157256
1654,"Greece","20/09/2015",34511,"New Democracy",27.414,491,5.091,3.95351129305894,1.45024225002059,2.50326904303835
1655,"Greece","20/09/2015",34720,"Golden Dawn",6.82,NA,0,2.45159309338191,2.1494513923975,0.302141700984413
1656,"Greece","20/09/2015",34730,"Independent Greeks",3.602,NA,0,2.36546334486937,2.16345328490391,0.202010059965461
1810,"Germany","16/10/1994",41221,"Party of Democratic Socialism",4.386,289,3.806,1.03405459973567,5.96466912122178,-4.93061452148611
1811,"Germany","16/10/1994",41320,"Social Democratic Party of Germany",36.387,303,1.32,5.86252399370533,5.62511845978241,0.237405533922918
1812,"Germany","16/10/1994",41420,"Free Democratic Party",6.917,905,2.431,2.55657466580711,5.98836505807928,-3.43179039227217
1813,"Germany","16/10/1994",41521,"Christian Democratic Union/Christian Social Union",41.44,276,8.333,6.62322472216398,4.93895682526283,1.68426789690115
1814,"Germany","27/09/1998",41113,"Alliance‘90/Greens",6.696,2153,3.297,4.11509464328609,6.23757098269214,-2.12247633940604
1815,"Germany","27/09/1998",41221,"Party of Democratic Socialism",5.101,936,1.711,5.71824409669954,6.10767573540266,-0.389431638703115
1816,"Germany","27/09/1998",41320,"Social Democratic Party of Germany",40.929,998,4.209,5.14979114495206,6.80740815904485,-1.65761701409279
1817,"Germany","27/09/1998",41420,"Free Democratic Party",6.248,1605,5.296,1.95297695485427,6.38048550417554,-4.42750854932126
1818,"Germany","27/09/1998",41521,"Christian Democratic Union/Christian Social Union",35.145,567,12.346,8.341454064503,4.74279239418015,3.59866167032285
1819,"Germany","22/09/2002",41113,"Alliance‘90/Greens",8.564,1660,3.131,4.29787535497302,4.19704158823845,0.100833766734572
1820,"Germany","22/09/2002",41221,"Party of Democratic Socialism",3.993,844,2.486,4.75924292691323,4.18218187130162,0.577061055611613
1821,"Germany","22/09/2002",41320,"Social Democratic Party of Germany",38.521,1610,5.404,2.72987653602602,5.17907488200175,-2.44919834597573
1822,"Germany","22/09/2002",41420,"Free Democratic Party",7.373,1982,4.288,2.98850166335484,4.30615437535673,-1.31765271200189
1823,"Germany","22/09/2002",41521,"Christian Democratic Union/Christian Social Union",38.5,1315,10.569,5.83814184530633,3.13086958914863,2.70727225615769
1824,"Germany","18/09/2005",41113,"Alliance‘90/Greens",8.117,1867,2.731,2.9162969927804,3.06019233805274,-0.143895345272346
1825,"Germany","18/09/2005",41222,"The Left. Party of Democratic Socialism",8.709,573,1.921,3.82680564998912,2.97040107800868,0.856404571980445
1826,"Germany","18/09/2005",41320,"Social Democratic Party of Germany",34.247,882,4.534,1.34711016579054,3.99023563179942,-2.64312546600888
1827,"Germany","18/09/2005",41420,"Free Democratic Party",9.829,1419,3.1,2.56313363403407,3.10329834647342,-0.54016471243935
1828,"Germany","18/09/2005",41521,"Christian Democratic Union/Christian Social Union",35.17,777,8.366,4.67739676857903,2.10710248321735,2.57029428536168
1829,"Germany","27/09/2009",41113,"Alliance‘90/Greens",10.706,3596,2.531,2.83961332036597,3.88689343424582,-1.04728011387986
1830,"Germany","27/09/2009",41223,"The Left",11.888,1664,3.066,2.26802975494495,3.98473118295881,-1.71670142801386
1831,"Germany","27/09/2009",41320,"Social Democratic Party of Germany",23.035,2208,3.171,2.48523972264893,4.18390306469013,-1.6986633420412
1832,"Germany","27/09/2009",41420,"Free Democratic Party",14.563,2247,2.716,2.75858332598925,3.95260494021144,-1.19402161422219
1833,"Germany","27/09/2009",41521,"Christian Democratic Union/Christian Social Union",33.8,2006,8.824,5.89765452219564,2.57150425176474,3.3261502704309
1834,"Germany","22/09/2013",41113,"Alliance‘90/Greens",8.444,5430,4.531,1.46796685714286,2.67694757081053,-1.20898071366768
1835,"Germany","22/09/2013",41223,"The Left",8.6,2472,3.359,2.7579852995054,2.55209002349205,0.205895276013356
1836,"Germany","22/09/2013",41320,"Social Democratic Party of Germany",25.7,2898,3.831,2.78469193098343,2.49219637209387,0.292495558889561
1837,"Germany","22/09/2013",41420,"Free Democratic Party",4.8,2579,6.049,0.188667295707891,2.6959846130106,-2.50731731730271
1838,"Germany","22/09/2013",41521,"Christian Democratic Union/Christian Social Union",41.5,2574,7.382,2.66492623613254,2.49860380920093,0.166322426931608
1839,"Germany","22/09/2013",41952,"Pirates",2.2,1794,4.85,1.0437037463731,2.60637775586294,-1.56267400948983
1840,"Germany","22/09/2013",41953,"Alternative for Germany",4.7,73,10.959,5.35137578361317,2.42730435321395,2.92407143039922
1841,"Germany","24/09/2017",41113,"Alliance‘90/Greens",8.94,3875,6.838,4.95843943478665,7.96118145745903,-3.00274202267238
1842,"Germany","24/09/2017",41223,"The Left",9.238,3939,4.316,7.76934368805243,7.66882020406095,0.100523483991477
1843,"Germany","24/09/2017",41320,"Social Democratic Party of Germany",20.508,2645,5.822,7.02421061110514,7.858760724379,-0.834550113273856
1844,"Germany","24/09/2017",41420,"Free Democratic Party",10.748,2077,3.948,8.32354363308328,7.59631603221095,0.727227600872327
1845,"Germany","24/09/2017",41521,"Christian Democratic Union/Christian Social Union",32.925,1342,14.308,4.55795228045303,9.33391279689664,-4.77596051644361
1846,"Germany","24/09/2017",41953,"Alternative for Germany",12.637,1004,27.092,18.1807151616702,6.06717156051021,12.11354360116
1889,"Austria","09/10/1994",42320,"Austrian Social Democratic Party",34.918,606,3.63,2.48796900274344,2.1583298827268,0.32963912001664
1890,"Austria","09/10/1994",42420,"Austrian Freedom Party",22.497,791,6.447,1.70423502297426,2.47524492688979,-0.771009903915533
1891,"Austria","09/10/1994",42421,"Liberal Forum",5.97,150,2,3.38584438541642,2.20748337243889,1.17836101297754
1892,"Austria","09/10/1994",42520,"Austrian People’s Party",27.667,1098,6.739,2.26269647392916,2.29436882433672,-0.0316723504075598
1893,"Austria","17/12/1995",42110,"The Greens",4.815,117,4.274,1.01388429619832,2.76219271518883,-1.74830841899051
1894,"Austria","17/12/1995",42320,"Austrian Social Democratic Party",38.059,259,3.475,0.269367116223721,4.19112872658599,-3.92176161036227
1895,"Austria","17/12/1995",42420,"Freedom Movement",21.885,149,7.383,5.23594762513368,1.94636247389951,3.28958515123416
1896,"Austria","17/12/1995",42421,"Liberal Forum",5.513,34,0,3.50573494895218,2.62767091645507,0.878064032497111
1897,"Austria","17/12/1995",42520,"Austrian People’s Party",28.291,240,0.417,4.05720437727687,2.12103720560362,1.93616717167325
1898,"Austria","03/10/1999",42110,"The Greens",7.4,980,3.877,3.51535417145484,9.41446661716071,-5.89911244570588
1899,"Austria","03/10/1999",42320,"Austrian Social Democratic Party",33.2,899,2.447,7.20233126429271,9.90106350734356,-2.69873224305085
1900,"Austria","03/10/1999",42420,"Austrian Freedom Party",26.91,832,18.15,15.4310552510739,6.3695868625047,9.06146838856922
1901,"Austria","03/10/1999",42520,"Austrian People’s Party",26.91,2741,2.736,6.12708250629536,10.0782212361085,-3.95113872981311
1902,"Austria","24/11/2002",42110,"The Greens",9.47,685,5.11,2.46658095023643,1.22637311368379,1.24020783655264
1903,"Austria","24/11/2002",42220,"Austrian Communist Party",0,217,5.531,2.64993193610744,1.34586409152644,1.304067844581
1904,"Austria","24/11/2002",42320,"Austrian Social Democratic Party",36.51,1151,3.475,0.94492667529945,1.58280525479039,-0.637878579490943
1905,"Austria","24/11/2002",42420,"Austrian Freedom Party",10.01,2668,2.773,0.12032181694608,1.48482736937588,-1.3645055524298
1906,"Austria","24/11/2002",42520,"Austrian People’s Party",42.3,2165,1.895,1.73103464904447,1.05487079659854,0.676163852445933
1907,"Austria","01/10/2006",42110,"The Greens",11.05,693,7.793,0.497761259136994,2.17799252986364,-1.68023127072665
1908,"Austria","01/10/2006",42320,"Austrian Social Democratic Party",35.34,721,6.519,2.71532281513299,1.55754303667104,1.15777977846195
1909,"Austria","01/10/2006",42420,"Austrian Freedom Party",11.04,325,10.462,2.51864811976895,1.91479091187373,0.603857207895215
1910,"Austria","01/10/2006",42520,"Austrian People’s Party",34.33,2060,9.272,1.61799837504062,2.18868547418514,-0.570687099144512
1911,"Austria","01/10/2006",42710,"Alliance for the Future of Austria",4.11,558,9.497,1.32020891455972,2.01407508345311,-0.69386616889339
1912,"Austria","28/09/2008",42110,"The Greens",10.43,697,6.456,0.972034188034187,2.2962504093569,-1.32421622132272
1913,"Austria","28/09/2008",42220,"Austrian Communist Party",0.76,115,2.609,4.75007613672665,2.1293194888884,2.62075664783825
1914,"Austria","28/09/2008",42320,"Austrian Social Democratic Party",29.26,1203,5.154,3.13628650053509,1.70932132792792,1.42696517260716
1915,"Austria","28/09/2008",42420,"Austrian Freedom Party",17.54,462,10.389,3.76575845974329,1.78300334087287,1.98275511887041
1916,"Austria","28/09/2008",42520,"Austrian People’s Party",25.98,610,8.197,1.20740005823264,2.5070053508886,-1.29960529265596
1917,"Austria","28/09/2008",42710,"Alliance for the Future of Austria",10.7,344,7.268,0.0596894128855538,2.41676520599675,-2.35707579311119
1918,"Austria","29/09/2013",42110,"The Greens",12.416,2396,6.052,3.01898847631242,9.09812769223882,-6.0791392159264
1919,"Austria","29/09/2013",42320,"Austrian Social Democratic Party",26.819,725,4.277,6.14137784385077,9.15461243646202,-3.01323459261124
1920,"Austria","29/09/2013",42420,"Austrian Freedom Party",20.506,115,23.479,18.9122994926605,5.35425974331926,13.5580397493412
1921,"Austria","29/09/2013",42430,"The New Austria",4.964,1022,6.752,2.02865566696849,8.64667354810812,-6.61801788113963
1922,"Austria","29/09/2013",42520,"Austrian People’s Party",23.991,1162,4.045,6.20580856169246,9.01167356411153,-2.80586500241907
1923,"Austria","29/09/2013",42951,"Team Stronach for Austria",5.725,1236,2.994,6.04662631911247,8.4441100686279,-2.39748374951543
1924,"Austria","15/10/2017",42110,"The Greens",3.8,1085,3.041,5.53046144680851,3.85261428460815,1.67784716220036
1925,"Austria","15/10/2017",42120,"Peter Pilz List",4.409,71,5.633,2.85215680311807,3.96811616650524,-1.11595936338717
1926,"Austria","15/10/2017",42320,"Austrian Social Democratic Party",26.859,2724,4.663,5.09200287562904,3.4732438366321,1.61875903899694
1927,"Austria","15/10/2017",42420,"Austrian Freedom Party",25.966,452,13.938,7.59895347606983,2.58717418341467,5.01177929265516
1928,"Austria","15/10/2017",42430,"The New Austria and Liberal Forum",5.296,126,6.349,2.12251336158436,4.02059008786742,-1.89807672628305
1929,"Austria","15/10/2017",42520,"Austrian People’s Party",31.47,2795,8.265,0.135024513794663,5.71253241070286,-5.57750789690819
2000,"Switzerland","20/10/1991",43220,"Swiss Labour Party",0.78,177,5.085,0.50613793023873,3.84336066920842,-3.33722273896969
2001,"Switzerland","20/10/1991",43320,"Social Democratic Party of Switzerland",18.491,163,0,7.08471272985672,2.93642182864568,4.14829090121104
2002,"Switzerland","20/10/1991",43321,"Independents’ Alliance",2.771,158,2.532,3.1545850890453,3.83515956613595,-0.680574477090645
2003,"Switzerland","20/10/1991",43420,"Radical Democratic Party",20.991,272,5.147,0.578484139882026,4.83544549963297,-4.25696135975094
2004,"Switzerland","20/10/1991",43520,"Christian Democratic People’s Party of Switzerland",18.199,306,5.229,0.451609981515711,4.69715337122036,-4.24554338970465
2005,"Switzerland","20/10/1991",43530,"Protestant People’s Party of Switzerland",1.896,244,10.656,5.18172529836004,3.7832728493902,1.39845244896984
2006,"Switzerland","20/10/1991",43531,"Liberal Party of Switzerland",3.04,87,14.943,9.69335564585876,3.60182835002383,6.09152729583493
2007,"Switzerland","20/10/1991",43710,"Swiss Democrats",3.312,238,25.21,20.3958568847685,3.1608278207823,17.2350290639862
2008,"Switzerland","20/10/1991",43711,"Federal Democratic Union",1,98,49.999,44.9261293277962,3.33801285615551,41.5881164716407
2009,"Switzerland","20/10/1991",43810,"Swiss People’s Party",11.9,231,5.195,0.453310998451296,4.34289814052579,-3.88958714207449
2010,"Switzerland","20/10/1991",43951,"Swiss Motorists’ Party",5.067,378,2.645,3.12255566885166,3.85609780444041,-0.733542135588743
2011,"Switzerland","22/10/1995",43110,"Green Party of Switzerland",5.069,82,4.878,0.549801168226893,4.18761751358964,-3.63781634536275
2012,"Switzerland","22/10/1995",43220,"Swiss Labour Party",1.21,177,5.085,0.317541316153765,4.04112300974823,-3.72358169359447
2013,"Switzerland","22/10/1995",43320,"Social Democratic Party of Switzerland",21.908,245,3.673,2.24184211604655,4.51799991476336,-2.27615779871681
2014,"Switzerland","22/10/1995",43321,"Independents’ Alliance",1.836,158,2.532,2.92291995411861,4.01483218775182,-1.09191223363322
2015,"Switzerland","22/10/1995",43420,"Radical Democratic Party",20.288,166,3.614,2.26830533728886,4.46154998069123,-2.19324464340237
2016,"Switzerland","22/10/1995",43520,"Christian Democratic People’s Party of Switzerland",16.882,33,3.03,2.87957137196759,4.23417217894688,-1.35460080697929
2017,"Switzerland","22/10/1995",43530,"Protestant People’s Party of Switzerland",1.798,50,18,12.8442863954909,3.82323632047009,9.02105007502079
2018,"Switzerland","22/10/1995",43531,"Liberal Party of Switzerland",2.7,87,14.943,9.82333537113179,3.82344818584664,5.99988718528515
2019,"Switzerland","22/10/1995",43710,"Swiss Democrats",3.15,238,25.21,20.490047787322,3.42875324897182,17.0612945383501
2020,"Switzerland","22/10/1995",43711,"Federal Democratic Union",1.31,98,49.999,45.2233170770707,3.41801024908901,41.8053068279817
2021,"Switzerland","22/10/1995",43810,"Swiss People’s Party",14.979,434,2.995,2.85273586553699,4.20702207744006,-1.35428621190307
2022,"Switzerland","22/10/1995",43951,"Freedom Party of Switzerland",3.99,378,2.645,2.87406018874136,4.04278049692664,-1.16872030818528
2023,"Switzerland","24/10/1999",43110,"Green Party of Switzerland",4.97,291,2.406,5.57042488456648,4.96185094408559,0.608573940480889
2024,"Switzerland","24/10/1999",43220,"Swiss Labour Party",0.96,177,5.085,2.625505038859,5.01808444559306,-2.39257940673407
2025,"Switzerland","24/10/1999",43320,"Social Democratic Party of Switzerland",22.47,509,1.179,8.53037471245254,3.89258849860161,4.63778621385092
2026,"Switzerland","24/10/1999",43321,"Independents’ Alliance",0.74,158,2.532,5.19247437481362,4.99224704966915,0.200227325144464
2027,"Switzerland","24/10/1999",43420,"Radical Democratic Party",19.92,375,6.667,1.28799234393404,5.98187283881748,-4.69388049488344
2028,"Switzerland","24/10/1999",43520,"Christian Democratic People’s Party of Switzerland",15.85,1186,8.768,1.30224350740017,5.73651254642692,-4.43426903902675
2029,"Switzerland","24/10/1999",43530,"Protestant People’s Party of Switzerland",1.83,75,22.667,15.2785879183638,4.79100315870663,10.4875847596572
2030,"Switzerland","24/10/1999",43531,"Liberal Party of Switzerland",2.26,87,14.943,7.43673351231975,4.93404357691785,2.5026899354019
2031,"Switzerland","24/10/1999",43710,"Swiss Democrats",1.84,238,25.21,17.8736603586516,4.7384144750084,13.1352458836432
2032,"Switzerland","24/10/1999",43711,"Federal Democratic Union",1.252,98,49.999,42.8824731205826,4.48581746281783,38.3966556577647
2033,"Switzerland","24/10/1999",43810,"Swiss People’s Party",22.54,878,10.023,3.07047256283638,5.59515673664992,-2.52468417381355
2034,"Switzerland","19/10/2003",43110,"Green Party of Switzerland",7.321,160,3.75,10.7001617883236,8.4253569401599,2.27480484816375
2035,"Switzerland","19/10/2003",43220,"Swiss Labour Party",0.891,175,5.142,8.56969273996289,8.5995856333931,-0.0298928934302101
2036,"Switzerland","19/10/2003",43320,"Social Democratic Party of Switzerland",23.088,783,7.662,7.86714480186095,8.83198380204002,-0.964839000179068
2037,"Switzerland","19/10/2003",43420,"Radical Democratic Party",17.12,481,8.524,6.2202383520523,9.11737129447385,-2.89713294242155
2038,"Switzerland","19/10/2003",43520,"Christian Democratic People’s Party of Switzerland",14.235,153,32.68,22.3748817849431,6.1933482059618,16.1815335789813
2039,"Switzerland","19/10/2003",43530,"Protestant People’s Party of Switzerland",2.273,131,21.375,7.93136509532878,8.61555112581787,-0.684186030489089
2040,"Switzerland","19/10/2003",43531,"Liberal Party of Switzerland",2.159,88,13.636,0.00415525753366097,8.79760764251293,-8.79345238497927
2041,"Switzerland","19/10/2003",43710,"Swiss Democrats",0.95,238,25.21,11.6940998955575,8.56829061902326,3.12580927653424
2042,"Switzerland","19/10/2003",43711,"Federal Democratic Union",1.252,98,49.999,36.8489433043699,8.22498563157158,28.6239576727983
2043,"Switzerland","19/10/2003",43810,"Swiss People’s Party",26.45,1370,12.116,2.0946244136876,11.0823691876826,-8.98774477399498
2044,"Switzerland","21/10/2007",43110,"Green Party of Switzerland",9.586,814,2.703,5.07795423514834,2.51414866729956,2.56380556784878
2045,"Switzerland","21/10/2007",43120,"Green Liberal Party",1.427,103,0.971,6.394187044448,2.71733766905195,3.67684937539605
2046,"Switzerland","21/10/2007",43220,"Swiss Labour Party",0.7,109,0,7.32315813495425,2.73875826516935,4.5843998697849
2047,"Switzerland","21/10/2007",43320,"Social Democratic Party of Switzerland",19.546,1143,4.724,3.20346229460482,2.6610451297938,0.542417164811019
2048,"Switzerland","21/10/2007",43420,"Radical Democratic Party",15.762,127,7.086,0.219668854731008,3.27945332874726,-3.05978447401625
2049,"Switzerland","21/10/2007",43520,"Christian Democratic People’s Party of Switzerland",14.479,125,8,0.861908806863972,3.11548303939539,-2.25357423253142
2050,"Switzerland","21/10/2007",43530,"Protestant People’s Party of Switzerland",2.442,89,12.36,5.22484681195382,2.7078817054283,2.51696510652553
2051,"Switzerland","21/10/2007",43540,"Christian Social Party",0.434,175,6.286,0.987779224482039,2.78067049998432,-1.79289127550228
2052,"Switzerland","21/10/2007",43711,"Federal Democratic Union",1.281,40,40,33.1774784605385,2.35748453701069,30.8199939235278
2053,"Switzerland","21/10/2007",43810,"Swiss People’s Party",28.897,1060,8.868,2.29621962708538,2.98027889525257,-0.684059268167191
2054,"Switzerland","21/10/2007",43901,"Ticino League",0.578,218,6.881,0.390646371385663,2.78705118332677,-2.3964048119411
2055,"Switzerland","23/10/2011",43110,"Green Party of Switzerland",8.433,416,1.682,5.70170628880202,4.00660274012315,1.69510354867888
2056,"Switzerland","23/10/2011",43120,"Green Liberal Party",5.381,71,4.225,2.81343471210236,4.23669032436862,-1.42325561226626
2057,"Switzerland","23/10/2011",43320,"Social Democratic Party of Switzerland",18.722,71,1.408,6.80754684382783,3.50922407400131,3.29832276982652
2058,"Switzerland","23/10/2011",43420,"FDP.The Liberals",15.105,208,11.539,5.53558210888081,3.89701932204431,1.6385627868365
2059,"Switzerland","23/10/2011",43520,"Christian Democratic People’s Party of Switzerland",12.304,148,9.459,2.96108108628428,4.3333893294798,-1.37230824319553
2060,"Switzerland","23/10/2011",43530,"Protestant People’s Party of Switzerland",1.997,25,16,9.31520211741029,4.04614131241876,5.26906080499154
2061,"Switzerland","23/10/2011",43540,"Christian Social Party",0.256,278,3.956,2.93163141965384,4.15971812715772,-1.22808670750389
2062,"Switzerland","23/10/2011",43810,"Swiss People’s Party",26.556,120,7.5,0.859439432446956,5.42796697360207,-4.56852754115511
2063,"Switzerland","23/10/2011",43811,"Conservative Democratic Party of Switzerland",5.415,77,12.987,6.47469445987689,4.01693732048652,2.45775713939037
2064,"Switzerland","23/10/2011",43901,"Ticino League",0.805,NA,0,6.93830414975478,4.13275262798945,2.80555152176532
2065,"Switzerland","23/10/2011",43902,"Geneva Citizens' Movement",0.439,19,0,6.91156610230168,4.14368793512402,2.76787816717767
